"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보(x)","좌표정보(y)","임산부정원수","영유아정원수","임산부실면적","영유아실면적","모유수유실면적","급식시설면적","세탁실면적","목욕실면적","조리원화장실면적","사무실면적","간호사수","간호조무사수","영양사수","취사부수","미화원수","기타인원수","건물층수","지상층수","지하층수",
"584","산후조리업","01_01_04_P","4050000","PHMB120134050149042100002","2013-11-27","","01","영업/정상","13","영업중","","","","","","","","경기도 용인시 수지구 풍덕천동 715번지 2호","경기도 용인시 수지구  풍덕천로  149 (풍덕천동)","","(주)베베포레스트산후조리원용인수지","2023-09-27 11:39:22","U","2023-09-29 02:40:00","","208580.71713056","424737.738121321","22","23","404.52","56.8","15.3","31.21","5.87","12.42","92.41","16.66","4","4","1","1","1","0","0","0","0",
"585","산후조리업","01_01_04_P","4050000","PHMB120144050147042100002","2014-12-23","","01","영업/정상","13","영업중","","","","","031-8031-0200","","449-925","경기도 용인시 처인구 김량장동 292번지 6호","경기도 용인시 처인구 중부대로 1347, 7,8층 (김량장동)","17048","용인제일산후조리원","2015-01-02 11:41:28","I","2018-08-31 23:59:59","","217194.800002498","414837.663888567","14","14","208.97","34.39","9.63","33.61","","25.01","35.25","5.49","3","3","1","","1","","9","","",
"586","산후조리업","01_01_04_P","4050000","PHMB120174050148042100001","2017-04-12","","01","영업/정상","13","영업중","","","","","031-897-7988","","","경기도 용인시 기흥구 보정동 1261번지 2호 현타워6층","경기도 용인시 기흥구 죽전로 2 (보정동, 현타워)","16897","더미래 산후조리원","2023-03-27 13:11:20","U","2023-03-29 02:40:00","","209590.716224934","424244.825220836","17","17","12.54","31.24","11.44","18.9","9","3.15","1.35","0","3","4","1","1","0","0","0","0","0",
"587","산후조리업","01_01_04_P","4050000","PHMB120174050148042100002","2017-11-20","","01","영업/정상","13","영업중","","","","","","","","경기도 용인시 기흥구 보정동 32번지 크래들산후조리원","경기도 용인시 기흥구 죽현로80번길 54 (보정동)","16900","크래들산후조리원","2022-01-14 16:01:06","U","2022-01-16 02:40:00","","210940.511761156","423783.966763017","20","20","609.5","50.2","20.8","76.5","7","26.2","16.7","14","3","10","0","2","2","3","4","4","0",
"588","산후조리업","01_01_04_P","3820000","PHMB120083820050042100001","2008-02-13","","01","영업/정상","13","영업중","","","","","031-836-3001","","480-020","경기도 의정부시 호원동 51번지 2호 하나플라자 7층","경기도 의정부시 외미로 95 (호원동,하나플라자 7층)","","레디 산후조리원 회룡역점","2023-02-27 15:14:49","U","2023-03-01 02:40:00","","203977.280157742","469127.512906364","23","23","297.76","57.74","0","51.86","22.1","8.64","57.91","9.78","4","8","0","3","2","3","7","7","0",
"589","산후조리업","01_01_04_P","3820000","PHMB120183820050042100001","2018-03-23","","01","영업/정상","13","영업중","","","","","031-853-2030","","","경기도 의정부시 민락동 815번지 1호","경기도 의정부시 오목로225번길 100, CY TOWER 7층 (민락동)","11813","우먼피아 산후조리원 민락점","2023-07-19 16:00:10","U","2023-07-21 02:40:00","","208264.065849967","471589.840500715","13","17","263.9","65.5","8.7","19.9","9.3","0","62.2","10.2","4","10","0","2","1","1","11","9","2",
"590","산후조리업","01_01_04_P","3820000","PHMB120143820050042100001","2014-03-18","","01","영업/정상","13","영업중","","","","","031-879-8434","","","경기도 의정부시 호원동 327-7","경기도 의정부시 신흥로 130, 온누리빌딩 3,4층 (호원동)","11633","맘 플러스 산후조리원","2023-08-08 10:06:49","U","2023-08-10 02:40:00","","203805.041263678","469453.805165062","13","17","296.59","31.41","3.9","20.38","7.13","0","7.13","8.96","4","8","0","1","1","1","0","0","0",
"591","산후조리업","01_01_04_P","3820000","PHMB120143820050042100002","2014-06-03","","01","영업/정상","13","영업중","","","","","031-853-6767","","480-864","경기도 의정부시 신곡동 761번지 6호","경기도 의정부시 청사로5번길 8-7, 8,9층 (신곡동)","11775","우먼피아산후조리원","2023-07-19 16:15:10","U","2023-07-21 02:40:00","","206123.335731067","471855.32295741","19","19","322.8","37.8","5","10","13.5","0","0","7.9","3","10","0","1","2","0","8","8","0",
"592","산후조리업","01_01_04_P","3820000","PHMB120153820050042100001","2015-12-21","","01","영업/정상","13","영업중","","","","","031-851-9222","","","","경기도 의정부시 오목로205번길 22, 릴리브산후조리원 2~5층 (민락동)","11813","릴리브 산후조리원","2023-04-04 16:36:46","U","2023-05-26 08:48:36","","208539.650980905","471442.421748759","29","32","705.3","68.7","31.9","18.3","18.3","0","0","0","3","3","0","3","3","1","4","4","0",
"593","산후조리업","01_01_04_P","5590000","PHMB120175590021042100002","2017-01-02","","01","영업/정상","13","영업중","","","","","031-859-8866","","11440","경기도 양주시 덕계동 513번지 14호","경기도 양주시 평화로1489번길 19-11 (덕계동)","11440","더올리비에르","2017-01-11 15:21:27","I","2018-08-31 23:59:59","","204200.334410346","480021.458853364","34","34","725","83","33.8","","","","","","5","15","","","1","1","4","3","1",
"594","산후조리업","01_01_04_P","5590000","PHMB120155590021042100001","2015-12-18","","01","영업/정상","13","영업중","","","","","031-856-7790","","","","경기도 양주시 고읍남로 6-6, 6층 (광사동, 해동센터럴타워)","11492","그라티아산후조리원","2015-12-18 17:57:54","I","2018-08-31 23:59:59","","206986.785161954","477076.771684696","18","19","395.9","50.9","8.1","29.8","23.3","2","4.3","20.2","3","6","","2","2","","6","6","",
"595","산후조리업","01_01_04_P","4060000","PHMB120174060023042100001","2017-09-25","","01","영업/정상","13","영업중","","","","","031-947-9030","","","","경기도 파주시 경의로 1114 (야당동, 에펠타워 7층전부, 805호)","10908","쉼 산후조리원","2017-09-25 16:50:07","I","2018-08-31 23:59:59","","178804.224364993","468269.565890856","16","20","377","44","","18","17","9.5","64","17","2","3","","3","2","3","7","7","",
"596","산후조리업","01_01_04_P","5600000","PHMB120155600005042100001","2015-06-02","","01","영업/정상","13","영업중","","","","","031-542-1007","","487-824","경기도 포천시 소흘읍 송우리 146번지 1호 뉴스토리솔모루","경기도 포천시 소흘읍 솔모루로 55 (뉴스토리솔모루)","11178","더플라워 산후조리원","2020-12-15 09:40:10","U","2020-12-17 02:40:00","","212661.921521677","480541.371992697","17","17","422.26","44.18","4.53","27.7","14.02","2.33","49.13","12.47","3","4","","1","2","1","2","2","0",
"597","산후조리업","01_01_04_P","4060000","PHMB120124060023042100001","2012-12-21","","01","영업/정상","13","영업중","","","","","","","","","경기도 파주시 와석순환로 133, 형성프라자 4층 (동패동)","10905","뉴아모르 산후조리원","2021-08-27 17:58:26","U","2021-08-29 02:40:00","","177437.662520252","467771.910454094","27","27","640","67","7","52","10","45","0","15","3","5","0","2","0","0","9","7","2",
"598","산후조리업","01_01_04_P","4060000","PHMB120174060023042100002","2017-11-17","","01","영업/정상","13","영업중","","","","","031-942-3535","","","경기도 파주시 야당동 1074번지 2호","경기도 파주시 경의로 1100, 5층 (야당동)","10908","라벨팜므 산후조리원","2018-10-01 16:12:19","U","2018-10-03 02:35:24","","178782.178430861","468126.56543236","19","19","530.14","73.2","6.5","35.6","30.9","30.3","71.7","23.3","3","6","","1","1","","1","1","0",
"599","산후조리업","01_01_04_P","4990000","PHMB120194990020042100001","2019-06-24","","01","영업/정상","13","영업중","","","","","061-553-1234","","","전라남도 완도군 완도읍 가용리 56번지","전라남도 완도군 완도읍 청해진동로 63","59109","전라남도 공공산후조리원 3호점","2019-06-24 17:30:37","I","2019-06-26 02:21:21","","175591.484826013","91067.6347894561","10","12","180.81","22.68","5.4","6.96","","5.4","13.88","","4","4","","1","1","1","2","2","0",
"600","산후조리업","01_01_04_P","4090000","PHMB120194090023042100003","2019-06-24","","01","영업/정상","13","영업중","","","","","031-982-5700","","","","경기도 김포시 돌문로 99, 나리병원 (사우동)","10108","스위트나리산후조리원","2019-06-24 18:01:05","I","2019-06-26 02:21:21","","174570.253595588","457774.516611623","26","30","529.7","67.2","7.4","68.5","42","0","2.9","6.7","3","12","0","4","1","","6","4","2",
"601","산후조리업","01_01_04_P","3220000","PHMB120063220033042100003","2006-12-07","","01","영업/정상","13","영업중","","","","","02-3412-0101","","","서울특별시 강남구 개포동 1239번지 17호 문화빌딩 5,6층","서울특별시 강남구 논현로 98, 문화빌딩 5,6층 (개포동)","06303","한아름산후조리원","2022-09-28 08:47:10","U","2022-09-30 02:40:00","","203889.69431252","441832.716970491","16","16","0","44.28","0","0","0","0","0","0","4","8","0","1","1","0","7","6","1",
"602","산후조리업","01_01_04_P","6510000","PHMB120196510096042100001","2019-09-09","","01","영업/정상","13","영업중","","","","","064-759-7838","","","제주특별자치도 제주시 용담이동 2757-1 예나빌딩 4층","제주특별자치도 제주시 서광로 83, 예나빌딩 4층 (용담이동)","63164","제주 메종포레 산후조리원","2022-07-25 16:19:32","U","2022-07-27 02:40:00","","153925.919450041","586.231042258827","6","6","123.68","27.3","6.3","0","0","0","18.38","0","2","3","0","0","0","0","4","4","0",
"603","산후조리업","01_01_04_P","4060000","PHMB120194060023042100002","2019-08-13","","01","영업/정상","13","영업중","","","","","","","","경기도 파주시 와동동 1458번지 1호","경기도 파주시 책향기로 836 (와동동)","10896","드팜므","2019-08-14 13:35:13","I","2019-08-16 02:22:03","","179105.025387634","469670.991209011","21","21","","","","","","","","","","","","","","","0","","",
"604","산후조리업","01_01_04_P","4820000","PHMB120224820026042100003","2022-03-15","","01","영업/정상","13","영업중","","","","","061-729-8681","","","","전라남도 순천시 장선배기1길 8, 현대병원 (조례동)","57968","전라남도 공공산후조리원 5호점","2022-04-18 17:49:23","I","2022-04-20 00:22:33","","247660.825981588","161741.489529417","5","5","113.2","57.6","18.6","0","0","0","0","0","2","2","0","0","1","0","0","0","0",
"605","산후조리업","01_01_04_P","4191000","PHMB120034190023042100001","2015-11-30","","01","영업/정상","13","영업중","","","","","033-733-3537","","220-100","강원특별자치도 원주시 단계동 883번지 6호","강원특별자치도 원주시 이화6길 1 (단계동)","26382","미즈산후조리원","2019-09-11 14:22:54","I","2023-06-13 00:00:00","","282565.224850342","427238.778461897","26","28","453.64","68.62","12.81","49.11","16.88","0","51.24","9.45","4","10","0","0","0","6","4","4","0",
"606","산후조리업","01_01_04_P","4191000","PHMB120064190023042100001","2006-12-11","","01","영업/정상","13","영업중","","","","","033-734-5605","","","","강원특별자치도 원주시 능라동길 61 (무실동)","26392","율산후조리원","2021-04-15 14:04:56","I","2023-06-13 00:00:00","","282457.561821675","426197.262434883","18","18","348.2","30.6","17.2","28.2","0","0","0","24.1","3","12","0","1","1","0","8","8","0",
"607","산후조리업","01_01_04_P","4191000","PHMB120094190023042100001","2009-06-25","","01","영업/정상","13","영업중","","","","","033-745-7020","","","강원특별자치도 원주시 단계동 862번지","강원특별자치도 원주시 장미공원길 43-6, 5층 (단계동, 송정빌딩)","26436","연세순풍산후조리원","2018-12-28 13:42:16","I","2023-06-13 00:00:00","","282349.238533988","427573.993979604","18","18","323","33.1","4.6","30.5","11","4","10.7","5.7","3","9","0","1","1","3","6","5","1",
"608","산후조리업","01_01_04_P","4191000","PHMB120144190023042100001","2016-11-03","","01","영업/정상","13","영업중","","","","","033-765-7900","","","강원특별자치도 원주시 단구동 1511-4 대신프라자","강원특별자치도 원주시 서원대로 402, 대신프라자 6층 (단구동)","26484","주식회사 미래산후조리원","2021-05-03 15:30:14","I","2023-06-13 00:00:00","","284060.844117657","425805.976224163","44","44","367.1","75.73","13.57","13.98","9.61","0","0","14.37","3","4","0","3","1","1","7","6","1",
"609","산후조리업","01_01_04_P","4191000","PHMB120184190023042100001","2018-06-21","","01","영업/정상","13","영업중","","","","","033-901-5959","","","강원특별자치도 원주시 행구동 1710번지 11호","강원특별자치도 원주시 영랑길 14-2, 청연재빌딩 5,8,9층 (행구동)","26456","주식회사 프리티가든 산후조리원","2019-12-09 14:19:24","I","2023-06-13 00:00:00","","286037.048659542","426993.638003468","19","19","24","41.6","10.9","26","27.3","12.5","4.6","11.7","3","6","0","5","4","0","11","9","2",
"610","산후조리업","01_01_04_P","4201000","PHMB120124200028042100001","2012-09-12","","01","영업/정상","13","영업중","","","","","033)643-8114","","210-101","강원특별자치도 강릉시 교1동 723번지 7호","강원특별자치도 강릉시 율곡로 2982-6 (교동)","25490","세가온산후조리원","2018-10-01 10:32:20","I","2023-06-13 00:00:00","","366678.684068832","475654.262415356","18","18","205.17","33.44","15.5","0","0","0","45.44","11.2","3","10","0","0","1","0","0","0","0",
"611","산후조리업","01_01_04_P","4201000","PHMB120144200028042100001","2014-11-26","","01","영업/정상","13","영업중","","","","","","","210-933","강원특별자치도 강릉시 옥천동 283번지","강원특별자치도 강릉시 옥가로 21 (옥천동)","25551","아이앤맘산후조리원","2016-06-02 16:22:40","I","2023-06-13 00:00:00","","367272.942353225","474572.726592649","12","12","223.1","20.2","9.7","42.1","8.8","12.6","39.6","10.1","2","5","0","1","1","1","6","0","0",
"612","산후조리업","01_01_04_P","4181000","PHMB120064180029042100001","2006-12-15","","01","영업/정상","13","영업중","","2020-07-06","2020-07-18","","033-241-7677","","","강원특별자치도 춘천시 소양로4가","강원특별자치도 춘천시 중앙로 116 (소양로4가)","24276","(주)미래산후조리원","2021-09-15 09:59:16","I","2023-06-13 00:00:00","","263473.330661886","486259.054798942","16","16","14.52","46.4","13.47","0","11.5","2.8","2.8","0","3","5","0","0","1","1","5","5","0",
